base_contrast_id,contrast_id,family,book_question,slice_name,slice_value,paired_decision_n,mean_delta,mean_delta_ci95_low,mean_delta_ci95_high,regret_delta,threshold_mass_delta,lower_tail_mass_delta,preferred_actual_action_rate,alternative_actual_action_rate
bidder_lead_called_suit_vs_off_suit,bidder_lead_called_suit_vs_off_suit__trick_idx=5,lead_plan,"When bidder is on lead, does pulling/using the called suit beat an off-suit lead in the same public state?",trick_idx,5,46,-0.597475955505734,-2.344718050049699,1.396728134025698,0.597475955505734,-0.01000000093051273,0.04239130473655203,0.5217391304347826,0.4782608695652174
bidder_lead_called_suit_vs_off_suit,bidder_lead_called_suit_vs_off_suit__trick_position=0,lead_plan,"When bidder is on lead, does pulling/using the called suit beat an off-suit lead in the same public state?",trick_position,0,1657,-1.9345209591507513,-2.2324323769283354,-1.6685182071762263,1.9345209591507513,0.004758600313070314,0.057592033621038416,0.44538322269161135,0.432106216053108
bidder_lead_called_double_vs_called_non_double,bidder_lead_called_double_vs_called_non_double__count_points=0,lead_plan,"When both are legal called-suit leads, is the double lead better than a lower called-suit lead?",count_points,0,147,5.955669407637751,5.113312757643713,6.789118320763516,-5.955669407637751,0.09054421643618824,-0.07687074658746014,0.6530612244897959,0.061224489795918366
bidder_lead_called_double_vs_called_non_double,bidder_lead_called_double_vs_called_non_double__count_points=10,lead_plan,"When both are legal called-suit leads, is the double lead better than a lower called-suit lead?",count_points,10,35,4.73131982258388,3.121697017124721,6.382728127070836,-4.73131982258388,0.13571428188255855,0.0001428571928824697,0.6571428571428571,0.14285714285714285
bidder_lead_called_double_vs_called_non_double,bidder_lead_called_double_vs_called_non_double__current_winner_team=,lead_plan,"When both are legal called-suit leads, is the double lead better than a lower called-suit lead?",current_winner_team,,182,5.720217564358161,4.992406623049097,6.486921609430523,-5.720217564358161,0.09923076748356714,-0.062060438168163486,0.6538461538461539,0.07692307692307693
bidder_lead_called_double_vs_called_non_double,bidder_lead_called_double_vs_called_non_double__decl=fives,lead_plan,"When both are legal called-suit leads, is the double lead better than a lower called-suit lead?",decl,fives,35,4.73131982258388,3.147861889430455,6.459712178366525,-4.73131982258388,0.13571428188255855,0.0001428571928824697,0.6571428571428571,0.14285714285714285
bidder_lead_called_double_vs_called_non_double,bidder_lead_called_double_vs_called_non_double__decl=fours,lead_plan,"When both are legal called-suit leads, is the double lead better than a lower called-suit lead?",decl,fours,28,8.047524664018836,6.075479619204998,9.861557127109595,-8.047524664018836,0.0980357149881976,-0.1173214248181986,0.7857142857142857,0.0
bidder_lead_called_double_vs_called_non_double,bidder_lead_called_double_vs_called_non_double__decl=ones,lead_plan,"When both are legal called-suit leads, is the double lead better than a lower called-suit lead?",decl,ones,20,5.168831379711628,3.5858792632818224,6.830424228310585,-5.168831379711628,0.1037499938160181,-0.048750000353902576,0.55,0.0
bidder_lead_called_double_vs_called_non_double,bidder_lead_called_double_vs_called_non_double__decl=sixes,lead_plan,"When both are legal called-suit leads, is the double lead better than a lower called-suit lead?",decl,sixes,26,5.141810183341686,3.8584922001912045,6.45248000896894,-5.141810183341686,0.07134615228726314,-0.07307692126442607,0.7307692307692307,0.038461538461538464
bidder_lead_called_double_vs_called_non_double,bidder_lead_called_double_vs_called_non_double__decl=threes,lead_plan,"When both are legal called-suit leads, is the double lead better than a lower called-suit lead?",decl,threes,23,6.037303792393726,4.08996082647987,8.032136445460113,-6.037303792393726,0.0897826092398685,-0.07282608654350042,0.6956521739130435,0.08695652173913043
bidder_lead_called_double_vs_called_non_double,bidder_lead_called_double_vs_called_non_double__decl=twos,lead_plan,"When both are legal called-suit leads, is the double lead better than a lower called-suit lead?",decl,twos,33,4.099168068080237,2.733550227952726,5.776308624581858,-4.099168068080237,0.07075757194649089,-0.04878787549607681,0.48484848484848486,0.12121212121212122
bidder_lead_called_double_vs_called_non_double,bidder_lead_called_double_vs_called_non_double__family_role=bidder,lead_plan,"When both are legal called-suit leads, is the double lead better than a lower called-suit lead?",family_role,bidder,182,5.720217564358161,4.992321689623398,6.481879046903207,-5.720217564358161,0.09923076748356714,-0.062060438168163486,0.6538461538461539,0.07692307692307693
bidder_lead_called_double_vs_called_non_double,bidder_lead_called_double_vs_called_non_double__phase=early,lead_plan,"When both are legal called-suit leads, is the double lead better than a lower called-suit lead?",phase,early,170,5.736808858987163,4.974565386158578,6.552434141320341,-5.736808858987163,0.09564705705818008,-0.06370588107144132,0.6411764705882353,0.08235294117647059
bidder_lead_called_double_vs_called_non_double,bidder_lead_called_double_vs_called_non_double__position=lead,lead_plan,"When both are legal called-suit leads, is the double lead better than a lower called-suit lead?",position,lead,182,5.720217564358161,4.9586374544344105,6.490867414972285,-5.720217564358161,0.09923076748356714,-0.062060438168163486,0.6538461538461539,0.07692307692307693
bidder_lead_called_double_vs_called_non_double,bidder_lead_called_double_vs_called_non_double__seat_role=bidder,lead_plan,"When both are legal called-suit leads, is the double lead better than a lower called-suit lead?",seat_role,bidder,182,5.720217564358161,4.968275384752305,6.469810980198147,-5.720217564358161,0.09923076748356714,-0.062060438168163486,0.6538461538461539,0.07692307692307693
bidder_lead_called_double_vs_called_non_double,bidder_lead_called_double_vs_called_non_double__trick_idx=0,lead_plan,"When both are legal called-suit leads, is the double lead better than a lower called-suit lead?",trick_idx,0,139,5.638530249968707,4.91140278637838,6.396752727439078,-5.638530249968707,0.09305755247315056,-0.06305755320400429,0.6402877697841727,0.10071942446043165
bidder_lead_called_double_vs_called_non_double,bidder_lead_called_double_vs_called_non_double__trick_idx=1,lead_plan,"When both are legal called-suit leads, is the double lead better than a lower called-suit lead?",trick_idx,1,31,6.177477460715078,3.946446560082897,9.032441971763488,-6.177477460715078,0.10725806148782853,-0.06661289957382026,0.6451612903225806,0.0
bidder_lead_called_double_vs_called_non_double,bidder_lead_called_double_vs_called_non_double__trick_position=0,lead_plan,"When both are legal called-suit leads, is the double lead better than a lower called-suit lead?",trick_position,0,182,5.720217564358161,5.015117676375986,6.445945352315903,-5.720217564358161,0.09923076748356714,-0.062060438168163486,0.6538461538461539,0.07692307692307693
bidder_low_called_suit_vs_called_double,bidder_low_called_suit_vs_called_double__count_points=0,lead_plan_exception,Does the low-trump-first exception show up against leading the double?,count_points,0,156,-5.777788452804089,-6.606759204696386,-4.977889597033843,5.777788452804089,-0.10185897269119056,0.05891025558305092,0.08974358974358974,0.6794871794871795
bidder_low_called_suit_vs_called_double,bidder_low_called_suit_vs_called_double__current_winner_team=,lead_plan_exception,Does the low-trump-first exception show up against leading the double?,current_winner_team,,182,-5.720217564358161,-6.444625790056946,-4.9683648240599005,5.720217564358161,-0.09923076748356714,0.062060438168163486,0.07692307692307693,0.6538461538461539
bidder_low_called_suit_vs_called_double,bidder_low_called_suit_vs_called_double__decl=fives,lead_plan_exception,Does the low-trump-first exception show up against leading the double?,decl,fives,35,-4.73131982258388,-6.394315079280308,-3.1996258735656737,4.73131982258388,-0.13571428188255855,-0.0001428571928824697,0.14285714285714285,0.6571428571428571
bidder_low_called_suit_vs_called_double,bidder_low_called_suit_vs_called_double__decl=fours,lead_plan_exception,Does the low-trump-first exception show up against leading the double?,decl,fours,28,-8.047524664018836,-9.940404873873506,-6.218313106468746,8.047524664018836,-0.0980357149881976,0.1173214248181986,0.0,0.7857142857142857
bidder_low_called_suit_vs_called_double,bidder_low_called_suit_vs_called_double__decl=ones,lead_plan_exception,Does the low-trump-first exception show up against leading the double?,decl,ones,20,-5.168831379711628,-6.89894672781229,-3.5266731292009355,5.168831379711628,-0.1037499938160181,0.048750000353902576,0.0,0.55
bidder_low_called_suit_vs_called_double,bidder_low_called_suit_vs_called_double__decl=sixes,lead_plan_exception,Does the low-trump-first exception show up against leading the double?,decl,sixes,26,-5.141810183341686,-6.468672312222994,-3.7669957280158997,5.141810183341686,-0.07134615228726314,0.07307692126442607,0.038461538461538464,0.7307692307692307
bidder_low_called_suit_vs_called_double,bidder_low_called_suit_vs_called_double__decl=threes,lead_plan_exception,Does the low-trump-first exception show up against leading the double?,decl,threes,23,-6.037303792393726,-8.087556737920512,-4.067870803501295,6.037303792393726,-0.0897826092398685,0.07282608654350042,0.08695652173913043,0.6956521739130435
bidder_low_called_suit_vs_called_double,bidder_low_called_suit_vs_called_double__decl=twos,lead_plan_exception,Does the low-trump-first exception show up against leading the double?,decl,twos,33,-4.099168068080237,-5.734239991867181,-2.7622791013934394,4.099168068080237,-0.07075757194649089,0.04878787549607681,0.12121212121212122,0.48484848484848486
bidder_low_called_suit_vs_called_double,bidder_low_called_suit_vs_called_double__family_role=bidder,lead_plan_exception,Does the low-trump-first exception show up against leading the double?,family_role,bidder,182,-5.720217564358161,-6.460406199097633,-4.994974199641537,5.720217564358161,-0.09923076748356714,0.062060438168163486,0.07692307692307693,0.6538461538461539
bidder_low_called_suit_vs_called_double,bidder_low_called_suit_vs_called_double__phase=early,lead_plan_exception,Does the low-trump-first exception show up against leading the double?,phase,early,170,-5.736808858987163,-6.508239339292049,-4.961004210044356,5.736808858987163,-0.09564705705818008,0.06370588107144132,0.08235294117647059,0.6411764705882353
bidder_low_called_suit_vs_called_double,bidder_low_called_suit_vs_called_double__position=lead,lead_plan_exception,Does the low-trump-first exception show up against leading the double?,position,lead,182,-5.720217564358161,-6.488668967488703,-4.996309336397674,5.720217564358161,-0.09923076748356714,0.062060438168163486,0.07692307692307693,0.6538461538461539
bidder_low_called_suit_vs_called_double,bidder_low_called_suit_vs_called_double__seat_role=bidder,lead_plan_exception,Does the low-trump-first exception show up against leading the double?,seat_role,bidder,182,-5.720217564358161,-6.479680955328129,-4.963518427950995,5.720217564358161,-0.09923076748356714,0.062060438168163486,0.07692307692307693,0.6538461538461539
bidder_low_called_suit_vs_called_double,bidder_low_called_suit_vs_called_double__trick_idx=0,lead_plan_exception,Does the low-trump-first exception show up against leading the double?,trick_idx,0,139,-5.638530249968707,-6.372608721256256,-4.910391590149283,5.638530249968707,-0.09305755247315056,0.06305755320400429,0.10071942446043165,0.6402877697841727
bidder_low_called_suit_vs_called_double,bidder_low_called_suit_vs_called_double__trick_idx=1,lead_plan_exception,Does the low-trump-first exception show up against leading the double?,trick_idx,1,31,-6.177477460715078,-8.694132895238939,-3.952796490923051,6.177477460715078,-0.10725806148782853,0.06661289957382026,0.0,0.6451612903225806
bidder_low_called_suit_vs_called_double,bidder_low_called_suit_vs_called_double__trick_position=0,lead_plan_exception,Does the low-trump-first exception show up against leading the double?,trick_position,0,182,-5.720217564358161,-6.473093507381586,-4.956952178379992,5.720217564358161,-0.09923076748356714,0.062060438168163486,0.07692307692307693,0.6538461538461539
bidder_lead_count_vs_noncount,bidder_lead_count_vs_noncount__count_points=10,count_inventory,Is leading count from the bidder side better than leading non-count in the same lead state?,count_points,10,831,-2.2674590789373386,-2.790819061348477,-1.748437032753559,2.2674590789373386,-0.023267147816027258,0.04143802641423601,0.34296028880866425,0.5354993983152828
bidder_lead_count_vs_noncount,bidder_lead_count_vs_noncount__count_points=5,count_inventory,Is leading count from the bidder side better than leading non-count in the same lead state?,count_points,5,1013,-7.0172426043394225,-7.449460996563631,-6.60183118463681,7.0172426043394225,-0.06693484628185085,0.12992596297238945,0.12833168805528133,0.6633761105626851
bidder_lead_count_vs_noncount,bidder_lead_count_vs_noncount__current_winner_team=,count_inventory,Is leading count from the bidder side better than leading non-count in the same lead state?,current_winner_team,,1844,-4.876749052490652,-5.241791844308953,-4.535843779138994,4.876749052490652,-0.047255964814877205,0.09004880718072703,0.22505422993492408,0.6057483731019523
bidder_lead_count_vs_noncount,bidder_lead_count_vs_noncount__decl=blanks,count_inventory,Is leading count from the bidder side better than leading non-count in the same lead state?,decl,blanks,179,-4.4891806489595485,-5.520496620645736,-3.430031772099394,4.4891806489595485,-0.04349161993566505,0.0868715075255689,0.22346368715083798,0.6312849162011173
bidder_lead_count_vs_noncount,bidder_lead_count_vs_noncount__decl=doubles,count_inventory,Is leading count from the bidder side better than leading non-count in the same lead state?,decl,doubles,180,-3.662254963401291,-4.417450562285053,-2.9572914119395945,3.662254963401291,-0.04030555384750995,0.06608333342398207,0.17777777777777778,0.6277777777777778
bidder_lead_count_vs_noncount,bidder_lead_count_vs_noncount__decl=doubles-suit,count_inventory,Is leading count from the bidder side better than leading non-count in the same lead state?,decl,doubles-suit,177,-4.039371254459276,-5.162326440341392,-2.882242203558569,4.039371254459276,-0.04112994428829285,0.07830508493181676,0.24858757062146894,0.615819209039548
bidder_lead_count_vs_noncount,bidder_lead_count_vs_noncount__decl=fives,count_inventory,Is leading count from the bidder side better than leading non-count in the same lead state?,decl,fives,164,-4.557186698677336,-5.628222908097796,-3.492790880272301,4.557186698677336,-0.02948170762917981,0.09631097721072232,0.2804878048780488,0.47560975609756095
bidder_lead_count_vs_noncount,bidder_lead_count_vs_noncount__decl=fours,count_inventory,Is leading count from the bidder side better than leading non-count in the same lead state?,decl,fours,176,-4.34752814180981,-5.3319976917383345,-3.38726405758412,4.34752814180981,-0.03803977175531062,0.0766193174587732,0.2215909090909091,0.5681818181818182
bidder_lead_count_vs_noncount,bidder_lead_count_vs_noncount__decl=no-trump,count_inventory,Is leading count from the bidder side better than leading non-count in the same lead state?,decl,no-trump,238,-6.500199754558065,-8.012539561415295,-4.775555876310633,6.500199754558065,-0.06012605000756869,0.1298949585507522,0.2647058823529412,0.6176470588235294
bidder_lead_count_vs_noncount,bidder_lead_count_vs_noncount__decl=ones,count_inventory,Is leading count from the bidder side better than leading non-count in the same lead state?,decl,ones,175,-4.958831788258893,-5.933295815927642,-3.8885403335945945,4.958831788258893,-0.04905714136149202,0.09102857246994972,0.24571428571428572,0.6228571428571429
bidder_lead_count_vs_noncount,bidder_lead_count_vs_noncount__decl=sixes,count_inventory,Is leading count from the bidder side better than leading non-count in the same lead state?,decl,sixes,189,-4.875044600890269,-5.714097797555268,-4.008444281166823,4.875044600890269,-0.05298941757865053,0.07447090024059569,0.1746031746031746,0.6137566137566137
bidder_lead_count_vs_noncount,bidder_lead_count_vs_noncount__decl=threes,count_inventory,Is leading count from the bidder side better than leading non-count in the same lead state?,decl,threes,181,-5.131624346856254,-6.140200376345966,-4.165654736987793,5.131624346856254,-0.05273480681980348,0.09077348040406547,0.20441988950276244,0.6243093922651933
bidder_lead_count_vs_noncount,bidder_lead_count_vs_noncount__decl=twos,count_inventory,Is leading count from the bidder side better than leading non-count in the same lead state?,decl,twos,185,-5.607530804089195,-6.5228422790665075,-4.653705536503647,5.607530804089195,-0.05856756671155627,0.09791891888488789,0.20540540540540542,0.6432432432432432
bidder_lead_count_vs_noncount,bidder_lead_count_vs_noncount__family_role=bidder,count_inventory,Is leading count from the bidder side better than leading non-count in the same lead state?,family_role,bidder,1844,-4.876749052490652,-5.242738677579951,-4.503828030810924,4.876749052490652,-0.047255964814877205,0.09004880718072703,0.22505422993492408,0.6057483731019523
bidder_lead_count_vs_noncount,bidder_lead_count_vs_noncount__phase=early,count_inventory,Is leading count from the bidder side better than leading non-count in the same lead state?,phase,early,1275,-5.546022103635238,-5.960092625368579,-5.161257665323633,5.546022103635238,-0.049172548498300946,0.10238431408928306,0.2023529411764706,0.6023529411764705
bidder_lead_count_vs_noncount,bidder_lead_count_vs_noncount__phase=late,count_inventory,Is leading count from the bidder side better than leading non-count in the same lead state?,phase,late,73,0.4531503005642189,-1.3888612062453407,2.4032296526360595,-0.4531503005642189,0.008904109900332477,-0.018287673337410573,0.5342465753424658,0.4657534246575342
bidder_lead_count_vs_noncount,bidder_lead_count_vs_noncount__phase=middle,count_inventory,Is leading count from the bidder side better than leading non-count in the same lead state?,phase,middle,496,-3.9407803278206095,-4.659085570624279,-3.209635319578792,3.9407803278206095,-0.050594757673435756,0.07428427445777361,0.23790322580645162,0.6350806451612904
bidder_lead_count_vs_noncount,bidder_lead_count_vs_noncount__position=lead,count_inventory,Is leading count from the bidder side better than leading non-count in the same lead state?,position,lead,1844,-4.876749052490652,-5.218935983886099,-4.528705477840361,4.876749052490652,-0.047255964814877205,0.09004880718072703,0.22505422993492408,0.6057483731019523
bidder_lead_count_vs_noncount,bidder_lead_count_vs_noncount__seat_role=bidder,count_inventory,Is leading count from the bidder side better than leading non-count in the same lead state?,seat_role,bidder,1844,-4.876749052490652,-5.247114789923998,-4.50418464125294,4.876749052490652,-0.047255964814877205,0.09004880718072703,0.22505422993492408,0.6057483731019523
bidder_lead_count_vs_noncount,bidder_lead_count_vs_noncount__trick_idx=0,count_inventory,Is leading count from the bidder side better than leading non-count in the same lead state?,trick_idx,0,830,-5.982980308401839,-6.420927074971869,-5.521055639410778,5.982980308401839,-0.050927710315459465,0.11148192843714033,0.17710843373493976,0.6277108433734939
bidder_lead_count_vs_noncount,bidder_lead_count_vs_noncount__trick_idx=1,count_inventory,Is leading count from the bidder side better than leading non-count in the same lead state?,trick_idx,1,445,-4.731021407104275,-5.492797566874978,-3.929252281625954,4.731021407104275,-0.0458988758955109,0.08541573002474026,0.24943820224719102,0.5550561797752809
bidder_lead_count_vs_noncount,bidder_lead_count_vs_noncount__trick_idx=2,count_inventory,Is leading count from the bidder side better than leading non-count in the same lead state?,trick_idx,2,227,-4.984267269133996,-6.035465531674776,-3.8778272468744395,4.984267269133996,-0.06070484548380459,0.09103524256579676,0.2026431718061674,0.6475770925110133
bidder_lead_count_vs_noncount,bidder_lead_count_vs_noncount__trick_idx=3,count_inventory,Is leading count from the bidder side better than leading non-count in the same lead state?,trick_idx,3,147,-4.589062371627003,-5.831260927883135,-3.3492153797830855,4.589062371627003,-0.05877550908041244,0.08894557922723748,0.21768707482993196,0.6530612244897959
bidder_lead_count_vs_noncount,bidder_lead_count_vs_noncount__trick_idx=4,count_inventory,Is leading count from the bidder side better than leading non-count in the same lead state?,trick_idx,4,122,-1.2180836383314406,-2.4622425684919125,0.04596602623579932,1.2180836383314406,-0.021926229888359544,0.025450819034556874,0.32786885245901637,0.5901639344262295
bidder_lead_count_vs_noncount,bidder_lead_count_vs_noncount__trick_idx=5,count_inventory,Is leading count from the bidder side better than leading non-count in the same lead state?,trick_idx,5,73,0.4531503005642189,-1.4943664318894687,2.3743254158594835,-0.4531503005642189,0.008904109900332477,-0.018287673337410573,0.5342465753424658,0.4657534246575342
bidder_lead_count_vs_noncount,bidder_lead_count_vs_noncount__trick_position=0,count_inventory,Is leading count from the bidder side better than leading non-count in the same lead state?,trick_position,0,1844,-4.876749052490652,-5.2223541611520705,-4.515558215238986,4.876749052490652,-0.047255964814877205,0.09004880718072703,0.22505422993492408,0.6057483731019523
follower_beat_opponent_vs_decline,follower_beat_opponent_vs_decline__count_points=0,follow_obligation,"When an opponent is winning the trick and a follower can beat them, is taking control better than declining?",count_points,0,1377,11.536480555571744,10.917343480848642,12.147369540965228,-11.536480555571744,0.16734204782455747,-0.12437182297617652,0.7726942628903414,0.12273057371096587
follower_beat_opponent_vs_decline,follower_beat_opponent_vs_decline__count_points=10,follow_obligation,"When an opponent is winning the trick and a follower can beat them, is taking control better than declining?",count_points,10,247,9.988864093681473,8.460798897109322,11.59761097354,-9.988864093681473,0.14538461464242294,-0.07647773334643378,0.6720647773279352,0.18218623481781376
follower_beat_opponent_vs_decline,follower_beat_opponent_vs_decline__count_points=5,follow_obligation,"When an opponent is winning the trick and a follower can beat them, is taking control better than declining?",count_points,5,246,13.297313450354368,11.84510406577246,14.76863743732371,-13.297313450354368,0.1903861787102026,-0.11733739877240808,0.7642276422764228,0.10975609756097561
