base_contrast_id,contrast_id,family,book_question,slice_name,slice_value,paired_decision_n,mean_delta,mean_delta_ci95_low,mean_delta_ci95_high,regret_delta,threshold_mass_delta,lower_tail_mass_delta,preferred_actual_action_rate,alternative_actual_action_rate
bidder_lead_called_double_vs_called_non_double,bidder_lead_called_double_vs_called_non_double__seat_role=bidder,lead_plan,"When both are legal called-suit leads, is the double lead better than a lower called-suit lead?",seat_role,bidder,12,5.00858657558759,3.132209728161494,7.244202077388763,-5.00858657558759,0.09541666011015575,-0.06374999446173508,0.6666666666666666,0.08333333333333333
bidder_lead_called_double_vs_called_non_double,bidder_lead_called_double_vs_called_non_double__trick_idx=0,lead_plan,"When both are legal called-suit leads, is the double lead better than a lower called-suit lead?",trick_idx,0,10,4.699965846538544,2.470121777057648,7.222013258934021,-4.699965846538544,0.09499999284744262,-0.05749999657273293,0.6,0.1
bidder_lead_called_double_vs_called_non_double,bidder_lead_called_double_vs_called_non_double__trick_position=0,lead_plan,"When both are legal called-suit leads, is the double lead better than a lower called-suit lead?",trick_position,0,12,5.00858657558759,3.3445919255415597,7.231424142916997,-5.00858657558759,0.09541666011015575,-0.06374999446173508,0.6666666666666666,0.08333333333333333
bidder_low_called_suit_vs_called_double,bidder_low_called_suit_vs_called_double__count_points=0,lead_plan_exception,Does the low-trump-first exception show up against leading the double?,count_points,0,10,-4.169298660755158,-6.801831293106079,-2.275555944442749,4.169298660755158,-0.10199999213218688,0.03649999871850014,0.1,0.7
bidder_low_called_suit_vs_called_double,bidder_low_called_suit_vs_called_double__current_winner_team=,lead_plan_exception,Does the low-trump-first exception show up against leading the double?,current_winner_team,,12,-5.00858657558759,-7.028172264496486,-3.115321377913157,5.00858657558759,-0.09541666011015575,0.06374999446173508,0.08333333333333333,0.6666666666666666
bidder_low_called_suit_vs_called_double,bidder_low_called_suit_vs_called_double__decl=fours,lead_plan_exception,Does the low-trump-first exception show up against leading the double?,decl,fours,3,-10.12736145655314,-11.972032070159912,-9.0550057888031,10.12736145655314,-0.08166666825612386,0.21833331634600958,0.0,0.6666666666666666
bidder_low_called_suit_vs_called_double,bidder_low_called_suit_vs_called_double__decl=twos,lead_plan_exception,Does the low-trump-first exception show up against leading the double?,decl,twos,3,-2.3263081312179565,-4.830877304077148,0.24288475513458252,2.3263081312179565,-0.059999982515970864,0.014999995628992716,0.3333333333333333,0.3333333333333333
bidder_low_called_suit_vs_called_double,bidder_low_called_suit_vs_called_double__family_role=bidder,lead_plan_exception,Does the low-trump-first exception show up against leading the double?,family_role,bidder,12,-5.00858657558759,-7.288935671250026,-3.0418130358060202,5.00858657558759,-0.09541666011015575,0.06374999446173508,0.08333333333333333,0.6666666666666666
bidder_low_called_suit_vs_called_double,bidder_low_called_suit_vs_called_double__phase=early,lead_plan_exception,Does the low-trump-first exception show up against leading the double?,phase,early,11,-5.123154997825623,-7.706029783595692,-3.2576036995107476,5.123154997825623,-0.09181817553260109,0.06954544850371101,0.09090909090909091,0.6363636363636364
bidder_low_called_suit_vs_called_double,bidder_low_called_suit_vs_called_double__position=lead,lead_plan_exception,Does the low-trump-first exception show up against leading the double?,position,lead,12,-5.00858657558759,-6.886825660864512,-3.3439854085445404,5.00858657558759,-0.09541666011015575,0.06374999446173508,0.08333333333333333,0.6666666666666666
bidder_low_called_suit_vs_called_double,bidder_low_called_suit_vs_called_double__seat_role=bidder,lead_plan_exception,Does the low-trump-first exception show up against leading the double?,seat_role,bidder,12,-5.00858657558759,-6.983786463737488,-3.5222232937812805,5.00858657558759,-0.09541666011015575,0.06374999446173508,0.08333333333333333,0.6666666666666666
bidder_low_called_suit_vs_called_double,bidder_low_called_suit_vs_called_double__trick_idx=0,lead_plan_exception,Does the low-trump-first exception show up against leading the double?,trick_idx,0,10,-4.699965846538544,-6.868703460693359,-2.43267902135849,4.699965846538544,-0.09499999284744262,0.05749999657273293,0.1,0.6
bidder_low_called_suit_vs_called_double,bidder_low_called_suit_vs_called_double__trick_position=0,lead_plan_exception,Does the low-trump-first exception show up against leading the double?,trick_position,0,12,-5.00858657558759,-7.310946404933929,-2.9703480203946433,5.00858657558759,-0.09541666011015575,0.06374999446173508,0.08333333333333333,0.6666666666666666
bidder_lead_count_vs_noncount,bidder_lead_count_vs_noncount__count_points=10,count_inventory,Is leading count from the bidder side better than leading non-count in the same lead state?,count_points,10,31,-4.675652184794026,-7.762923132988714,-1.8631956846483293,4.675652184794026,-0.029193548425551382,0.09032258045889678,0.25806451612903225,0.5483870967741935
bidder_lead_count_vs_noncount,bidder_lead_count_vs_noncount__count_points=5,count_inventory,Is leading count from the bidder side better than leading non-count in the same lead state?,count_points,5,53,-7.220965523729628,-8.881439742052331,-5.402520538465875,7.220965523729628,-0.06679245295389644,0.13245282733356054,0.1509433962264151,0.6792452830188679
bidder_lead_count_vs_noncount,bidder_lead_count_vs_noncount__current_winner_team=,count_inventory,Is leading count from the bidder side better than leading non-count in the same lead state?,current_winner_team,,84,-6.2816236962652985,-7.985965406610852,-4.760268004855052,6.2816236962652985,-0.05291666675891195,0.11690476003457748,0.19047619047619047,0.6309523809523809
bidder_lead_count_vs_noncount,bidder_lead_count_vs_noncount__decl=blanks,count_inventory,Is leading count from the bidder side better than leading non-count in the same lead state?,decl,blanks,9,-6.603082789315118,-10.456873469882542,-2.35908842086792,6.603082789315118,-0.043888890080981784,0.14000000059604645,0.2222222222222222,0.5555555555555556
bidder_lead_count_vs_noncount,bidder_lead_count_vs_noncount__decl=doubles,count_inventory,Is leading count from the bidder side better than leading non-count in the same lead state?,decl,doubles,12,-3.909886767466863,-6.642023513714473,-1.9616008599599202,3.909886767466863,-0.02958333461234967,0.05874999426305294,0.08333333333333333,0.75
bidder_lead_count_vs_noncount,bidder_lead_count_vs_noncount__decl=doubles-suit,count_inventory,Is leading count from the bidder side better than leading non-count in the same lead state?,decl,doubles-suit,6,-7.186844348907471,-13.250676393508911,-2.7841018438339233,7.186844348907471,-0.04249999796350797,0.1649999978641669,0.5,0.5
bidder_lead_count_vs_noncount,bidder_lead_count_vs_noncount__decl=fives,count_inventory,Is leading count from the bidder side better than leading non-count in the same lead state?,decl,fives,7,-6.426243305206299,-9.987009184701103,-3.096428326198033,6.426243305206299,-0.05071428205285754,0.08857142925262451,0.14285714285714285,0.5714285714285714
bidder_lead_count_vs_noncount,bidder_lead_count_vs_noncount__decl=fours,count_inventory,Is leading count from the bidder side better than leading non-count in the same lead state?,decl,fours,7,-10.805412428719658,-16.813531466892787,-6.6627494267054965,10.805412428719658,-0.05499999863760812,0.23357141869408743,0.2857142857142857,0.7142857142857143
bidder_lead_count_vs_noncount,bidder_lead_count_vs_noncount__decl=no-trump,count_inventory,Is leading count from the bidder side better than leading non-count in the same lead state?,decl,no-trump,10,-8.186492598056793,-14.504247307777405,-0.7798846960067749,8.186492598056793,-0.09250000417232514,0.13000000240281223,0.2,0.7
bidder_lead_count_vs_noncount,bidder_lead_count_vs_noncount__decl=ones,count_inventory,Is leading count from the bidder side better than leading non-count in the same lead state?,decl,ones,7,-6.369958341121674,-10.80527629171099,-1.6110991324697221,6.369958341121674,-0.04642857291868755,0.1392857115715742,0.14285714285714285,0.5714285714285714
bidder_lead_count_vs_noncount,bidder_lead_count_vs_noncount__decl=sixes,count_inventory,Is leading count from the bidder side better than leading non-count in the same lead state?,decl,sixes,9,-5.97994605700175,-9.602619184388054,-2.7938796944088407,5.97994605700175,-0.08944444192780389,0.08388888960083325,0.1111111111111111,0.6666666666666666
bidder_lead_count_vs_noncount,bidder_lead_count_vs_noncount__decl=threes,count_inventory,Is leading count from the bidder side better than leading non-count in the same lead state?,decl,threes,7,-6.029875099658966,-9.569621665137154,-3.155077040195465,6.029875099658966,-0.03500000440648624,0.12928570806980133,0.0,0.7142857142857143
bidder_lead_count_vs_noncount,bidder_lead_count_vs_noncount__decl=twos,count_inventory,Is leading count from the bidder side better than leading non-count in the same lead state?,decl,twos,10,-3.5084073362872004,-8.771254634857177,1.9297060374170543,3.5084073362872004,-0.03999999687075615,0.06750000156462192,0.3,0.5
bidder_lead_count_vs_noncount,bidder_lead_count_vs_noncount__family_role=bidder,count_inventory,Is leading count from the bidder side better than leading non-count in the same lead state?,family_role,bidder,84,-6.2816236962652985,-7.941266013730672,-4.5684088120636135,6.2816236962652985,-0.05291666675891195,0.11690476003457748,0.19047619047619047,0.6309523809523809
bidder_lead_count_vs_noncount,bidder_lead_count_vs_noncount__phase=early,count_inventory,Is leading count from the bidder side better than leading non-count in the same lead state?,phase,early,61,-8.227990875478651,-9.819057159736508,-6.589929914865338,8.227990875478651,-0.06467213109135628,0.15778688370387572,0.11475409836065574,0.6885245901639344
bidder_lead_count_vs_noncount,bidder_lead_count_vs_noncount__phase=late,count_inventory,Is leading count from the bidder side better than leading non-count in the same lead state?,phase,late,6,0.5062291128560901,-2.3020455042521157,2.593622963875532,-0.5062291128560901,-0.0008333350221316019,0.009166665375232697,0.5,0.5
bidder_lead_count_vs_noncount,bidder_lead_count_vs_noncount__phase=middle,count_inventory,Is leading count from the bidder side better than leading non-count in the same lead state?,phase,middle,17,-1.6933130446602316,-4.20980905084049,0.5407988884869743,1.6933130446602316,-0.02911764712018125,0.008235290865687764,0.35294117647058826,0.47058823529411764
bidder_lead_count_vs_noncount,bidder_lead_count_vs_noncount__position=lead,count_inventory,Is leading count from the bidder side better than leading non-count in the same lead state?,position,lead,84,-6.2816236962652985,-7.8547504671760615,-4.770898870037247,6.2816236962652985,-0.05291666675891195,0.11690476003457748,0.19047619047619047,0.6309523809523809
bidder_lead_count_vs_noncount,bidder_lead_count_vs_noncount__seat_role=bidder,count_inventory,Is leading count from the bidder side better than leading non-count in the same lead state?,seat_role,bidder,84,-6.2816236962652985,-7.8650910542124794,-4.753280587804814,6.2816236962652985,-0.05291666675891195,0.11690476003457748,0.19047619047619047,0.6309523809523809
bidder_lead_count_vs_noncount,bidder_lead_count_vs_noncount__trick_idx=0,count_inventory,Is leading count from the bidder side better than leading non-count in the same lead state?,trick_idx,0,40,-9.693721221387387,-11.600928762555123,-8.04098462611437,9.693721221387387,-0.07587499907240272,0.18774999876040965,0.075,0.75
bidder_lead_count_vs_noncount,bidder_lead_count_vs_noncount__trick_idx=1,count_inventory,Is leading count from the bidder side better than leading non-count in the same lead state?,trick_idx,1,21,-5.436123549938202,-8.905430589403425,-2.8089939923513505,5.436123549938202,-0.04333333493698211,0.10071428359619208,0.19047619047619047,0.5714285714285714
bidder_lead_count_vs_noncount,bidder_lead_count_vs_noncount__trick_idx=2,count_inventory,Is leading count from the bidder side better than leading non-count in the same lead state?,trick_idx,2,11,-1.8736067793586038,-5.936359568075701,0.6044659181074663,1.8736067793586038,-0.023636363785375248,0.021363633938811043,0.45454545454545453,0.36363636363636365
bidder_lead_count_vs_noncount,bidder_lead_count_vs_noncount__trick_idx=4,count_inventory,Is leading count from the bidder side better than leading non-count in the same lead state?,trick_idx,4,4,-0.18363726139068604,-3.4317657947540283,3.0644912719726562,0.18363726139068604,-0.01874999701976776,-0.03500000387430191,0.25,0.5
bidder_lead_count_vs_noncount,bidder_lead_count_vs_noncount__trick_idx=5,count_inventory,Is leading count from the bidder side better than leading non-count in the same lead state?,trick_idx,5,6,0.5062291128560901,-1.1001909573872883,2.7201610213766494,-0.5062291128560901,-0.0008333350221316019,0.009166665375232697,0.5,0.5
bidder_lead_count_vs_noncount,bidder_lead_count_vs_noncount__trick_position=0,count_inventory,Is leading count from the bidder side better than leading non-count in the same lead state?,trick_position,0,84,-6.2816236962652985,-7.7123660572715815,-4.817202753897401,6.2816236962652985,-0.05291666675891195,0.11690476003457748,0.19047619047619047,0.6309523809523809
follower_beat_opponent_vs_decline,follower_beat_opponent_vs_decline__count_points=0,follow_obligation,"When an opponent is winning the trick and a follower can beat them, is taking control better than declining?",count_points,0,77,9.292481841020551,7.008628658660046,11.432039928900732,-9.292481841020551,0.17363636511341704,-0.10025974003864187,0.7922077922077922,0.12987012987012986
follower_beat_opponent_vs_decline,follower_beat_opponent_vs_decline__count_points=10,follow_obligation,"When an opponent is winning the trick and a follower can beat them, is taking control better than declining?",count_points,10,19,9.560251078641924,4.089252938418404,15.738023811583652,-9.560251078641924,0.19657895287596866,-0.08684210273388185,0.7894736842105263,0.10526315789473684
follower_beat_opponent_vs_decline,follower_beat_opponent_vs_decline__count_points=5,follow_obligation,"When an opponent is winning the trick and a follower can beat them, is taking control better than declining?",count_points,5,16,15.732456310652196,11.06268477998674,19.503402934409678,-15.732456310652196,0.10656250081956387,-0.06749999773455784,0.875,0.0625
follower_beat_opponent_vs_decline,follower_beat_opponent_vs_decline__current_winner_team=defense,follow_obligation,"When an opponent is winning the trick and a follower can beat them, is taking control better than declining?",current_winner_team,defense,52,10.192254073344744,8.135586452025633,12.186185519282635,-10.192254073344744,0.2397115403571381,-0.07769230498860662,0.8653846153846154,0.07692307692307693
follower_beat_opponent_vs_decline,follower_beat_opponent_vs_decline__current_winner_team=offense,follow_obligation,"When an opponent is winning the trick and a follower can beat them, is taking control better than declining?",current_winner_team,offense,60,10.314799356821458,7.824325492659894,12.899515557673293,-10.314799356821458,0.10575000221530596,-0.10683333398774267,0.75,0.15
follower_beat_opponent_vs_decline,follower_beat_opponent_vs_decline__decl=blanks,follow_obligation,"When an opponent is winning the trick and a follower can beat them, is taking control better than declining?",decl,blanks,13,9.521716906474186,5.835653983629667,13.072220747287457,-9.521716906474186,0.2338461600817167,-0.1526923067151354,0.9230769230769231,0.07692307692307693
follower_beat_opponent_vs_decline,follower_beat_opponent_vs_decline__decl=doubles,follow_obligation,"When an opponent is winning the trick and a follower can beat them, is taking control better than declining?",decl,doubles,14,8.3779458041702,3.7457969209977557,14.155840030738286,-8.3779458041702,0.12714285915717483,-0.05321428505703807,0.7857142857142857,0.14285714285714285
follower_beat_opponent_vs_decline,follower_beat_opponent_vs_decline__decl=doubles-suit,follow_obligation,"When an opponent is winning the trick and a follower can beat them, is taking control better than declining?",decl,doubles-suit,3,7.400702317555745,4.013052463531494,10.420854568481445,-7.400702317555745,0.09333335359891255,-0.07833334058523178,1.0,0.0
follower_beat_opponent_vs_decline,follower_beat_opponent_vs_decline__decl=fives,follow_obligation,"When an opponent is winning the trick and a follower can beat them, is taking control better than declining?",decl,fives,12,6.537515760709842,2.1444734844068685,11.137474976480007,-6.537515760709842,0.20291667679945627,-0.043333332830419145,0.75,0.08333333333333333
follower_beat_opponent_vs_decline,follower_beat_opponent_vs_decline__decl=fours,follow_obligation,"When an opponent is winning the trick and a follower can beat them, is taking control better than declining?",decl,fours,14,7.029418943616163,-0.11275416612625122,14.597638377121516,-7.029418943616163,0.09749999748808998,-0.0874999946515475,0.7142857142857143,0.21428571428571427
follower_beat_opponent_vs_decline,follower_beat_opponent_vs_decline__decl=ones,follow_obligation,"When an opponent is winning the trick and a follower can beat them, is taking control better than declining?",decl,ones,13,13.609790467298948,6.678023054049565,18.37998390656251,-13.609790467298948,0.14115383884368035,-0.13038461247029212,0.7692307692307693,0.15384615384615385
follower_beat_opponent_vs_decline,follower_beat_opponent_vs_decline__decl=sixes,follow_obligation,"When an opponent is winning the trick and a follower can beat them, is taking control better than declining?",decl,sixes,8,15.392091393470764,9.628274738788605,20.26068426668644,-15.392091393470764,0.19750000536441803,-0.11999999871477485,1.0,0.0
follower_beat_opponent_vs_decline,follower_beat_opponent_vs_decline__decl=threes,follow_obligation,"When an opponent is winning the trick and a follower can beat them, is taking control better than declining?",decl,threes,13,11.835688886787885,5.258252773201093,16.091208681464195,-11.835688886787885,0.1726923051934976,-0.10384615675474589,0.6923076923076923,0.07692307692307693
follower_beat_opponent_vs_decline,follower_beat_opponent_vs_decline__decl=twos,follow_obligation,"When an opponent is winning the trick and a follower can beat them, is taking control better than declining?",decl,twos,21,11.48396985161872,7.088633559999012,15.513846550668989,-11.48396985161872,0.18166666939145043,-0.08119047575053714,0.8095238095238095,0.14285714285714285
follower_beat_opponent_vs_decline,follower_beat_opponent_vs_decline__family_role=bidder,follow_obligation,"When an opponent is winning the trick and a follower can beat them, is taking control better than declining?",family_role,bidder,26,11.286019455928068,6.75619895870869,14.889217243744778,-11.286019455928068,0.2801923108143875,-0.09115384297015575,0.8461538461538461,0.11538461538461539
follower_beat_opponent_vs_decline,follower_beat_opponent_vs_decline__family_role=partner,follow_obligation,"When an opponent is winning the trick and a follower can beat them, is taking control better than declining?",family_role,partner,26,9.09848869076142,5.838864188927871,11.641245461427248,-9.09848869076142,0.1992307698998887,-0.06423076700705749,0.8846153846153846,0.038461538461538464
follower_beat_opponent_vs_decline,follower_beat_opponent_vs_decline__family_role=setter,follow_obligation,"When an opponent is winning the trick and a follower can beat them, is taking control better than declining?",family_role,setter,60,10.314799356821458,7.510651221972269,12.901769492775202,-10.314799356821458,0.10575000221530596,-0.10683333398774267,0.75,0.15
follower_beat_opponent_vs_decline,follower_beat_opponent_vs_decline__phase=early,follow_obligation,"When an opponent is winning the trick and a follower can beat them, is taking control better than declining?",phase,early,33,13.89766585332285,10.346112107258346,17.491614942770507,-13.89766585332285,0.19757576487168219,-0.14727272790376889,0.8181818181818182,0.030303030303030304
follower_beat_opponent_vs_decline,follower_beat_opponent_vs_decline__phase=late,follow_obligation,"When an opponent is winning the trick and a follower can beat them, is taking control better than declining?",phase,late,12,8.594618204981089,3.549243900924921,13.023536069939533,-8.594618204981089,0.12958333268761635,-0.04541666433215141,0.9166666666666666,0.08333333333333333
follower_beat_opponent_vs_decline,follower_beat_opponent_vs_decline__phase=middle,follow_obligation,"When an opponent is winning the trick and a follower can beat them, is taking control better than declining?",phase,middle,67,8.763086292593837,5.5919824574879415,10.854845810292373,-8.763086292593837,0.16022388057421838,-0.0752985060576405,0.7761194029850746,0.16417910447761194
